,Unnamed: 0,fasta,scaffold,gene_position,start_position,end_position,strandedness,rank,ko_id,kegg_hit,peptidase_id,peptidase_family,peptidase_hit,peptidase_RBH,peptidase_identity,peptidase_bitScore,peptidase_eVal,pfam_hits,cazy_ids,cazy_hits,cazy_subfam_ec,cazy_best_hit,heme_regulatory_motif_count
17924,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1180413_11,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1180413,11,7933,8562,-1,D,,,,,,,,,,"Bacterial regulatory proteins, tetR family [PF00440.26]",,,,,0
17925,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1180413_12,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1180413,12,8645,9664,1,C,K07044,uncharacterized protein,,,,,,,,Predicted metal-dependent hydrolase [PF10118.12],,,,,0
17926,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1180413_13,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1180413,13,9751,10533,-1,D,,,,,,,,,,Enoyl-(Acyl carrier protein) reductase [PF13561.9]; short chain dehydrogenase [PF00106.28]; KR domain [PF08659.13],,,,,0
17927,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1180413_14,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1180413,14,10683,12374,1,C,K00311,electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1],,,,,,,,"Electron transfer flavoprotein-ubiquinone oxidoreductase, 4Fe-4S [PF05187.16]; FAD binding domain [PF01494.22]; FAD binding domain [PF00890.27]; HI0933-like protein [PF03486.17]; FAD dependent oxidoreductase [PF01266.27]; FAD dependent oxidoreductase [PF12831.10]; GMC oxidoreductase [PF00732.22]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.17]",,,,,0
17928,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1180413_15,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1180413,15,12428,13516,-1,C,K07262,serine-type D-Ala-D-Ala endopeptidase (penicillin-binding protein 7) [EC:3.4.21.-],MER0076935,S11,MER0076935 - murein-DD-endopeptidase (Acidovorax sp. JS42) [S11.002]#S11#{peptidase unit: 100-360}~source ABM41963~,True,0.778,402.0,5.82e-124,D-alanyl-D-alanine carboxypeptidase [PF00768.23]; Beta-lactamase enzyme family [PF13354.9],,,,,0
17929,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1180413_16,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1180413,16,13634,15172,-1,C,K01649,2-isopropylmalate synthase [EC:2.3.3.13],,,,,,,,HMGL-like [PF00682.22]; LeuA allosteric (dimerisation) domain [PF08502.13],,,,,0
17930,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1180413_17,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1180413,17,15370,16191,-1,C,K17103,CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8],,,,,,,,CDP-alcohol phosphatidyltransferase [PF01066.24],,,,,0
17931,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1180413_18,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1180413,18,16310,17260,-1,C,K00053,ketol-acid reductoisomerase [EC:1.1.1.86],,,,,,,,"Acetohydroxy acid isomeroreductase, NADPH-binding domain [PF07991.15]; Acetohydroxy acid isomeroreductase, catalytic domain [PF01450.22]",,,,,0
17971,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_122176_1,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_122176,1,2,457,-1,E,,,,,,,,,,,,,,,0
17972,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_122176_2,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_122176,2,654,938,1,E,,,,,,,,,,,,,,,0
17973,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_122176_3,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_122176,3,954,2051,1,C,K07335,basic membrane protein A and related proteins,,,,,,,,ABC transporter substrate-binding protein PnrA-like [PF02608.17],,,,,0
17974,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_122176_4,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_122176,4,2053,2982,1,C,K07126,uncharacterized protein,,,,,,,,Sel1 repeat [PF08238.15],,,,,0
17975,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_122176_5,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_122176,5,3037,3615,-1,C,K14060,putative DNA-invertase from lambdoid prophage Rac,,,,,,,,"Resolvase, N terminal domain [PF00239.24]; Helix-turn-helix domain of resolvase [PF02796.18]",,,,,0
17976,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_122176_6,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_122176,6,3728,3871,-1,E,,,,,,,,,,,,,,,0
17977,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_122176_7,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_122176,7,3885,4232,-1,E,,,,,,,,,,,,,,,0
17978,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_122176_8,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_122176,8,4347,4868,-1,D,,,,,,,,,,Relaxase/Mobilisation nuclease domain [PF03432.17],,,,,0
17979,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_122176_9,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_122176,9,4846,5355,-1,E,,,,,,,,,,,,,,,0
17980,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_122176_10,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_122176,10,5427,5912,1,E,,,,,,,,,,,,,,,0
17982,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1297803_1,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1297803,1,1,162,-1,E,,,,,,,,,,,,,,,0
17983,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1297803_2,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1297803,2,556,750,1,E,,,,,,,,,,,,,,,0
17984,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1297803_3,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1297803,3,800,1672,1,E,,,,,,,,,,,,,,,0
17985,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1297803_4,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1297803,4,1957,3579,1,D,,,,,,,,,,Phage integrase family [PF00589.25],,,,,0
17986,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1297803_5,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1297803,5,3594,3998,1,E,,,,,,,,,,,,,,,0
17987,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1297803_6,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1297803,6,4065,4547,1,D,,,,,,,,,,Protein of unknown function (DUF2846) [PF11008.11],,,,,0
17988,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1297803_7,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1297803,7,4593,4976,1,E,,,,,,,,,,,,,,,0
17989,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1297803_8,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1297803,8,4953,5246,-1,E,,,,,,,,,,,,,,,0
17990,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1297803_9,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1297803,9,5556,6422,1,D,,,,,,,,,,MobA/MobL family [PF03389.18],,,,,0
17991,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1297803_10,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1297803,10,6434,6679,1,E,,,,,,,,,,,,,,,0
17992,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1297803_11,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1297803,11,6936,8210,1,D,,,,,,,,,,Protein of unknown function (DUF3987) [PF13148.9],,,,,0
17993,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1297803_12,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1297803,12,8632,9123,-1,C,K07126,uncharacterized protein,,,,,,,,Sel1 repeat [PF08238.15],,,,,0
17994,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1297803_13,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1297803,13,9581,10090,1,D,,,,,,,,,,Antirestriction protein (ArdA) [PF07275.14],,,,,0
17995,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1297803_14,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1297803,14,10273,10605,-1,E,,,,,,,,,,,,,,,0
17996,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1297803_15,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1297803,15,10622,12157,-1,C,K09136,ribosomal protein S12 methylthiotransferase accessory factor,,,,,,,,"YcaO cyclodehydratase C-terminal domain [PF18381.4]; YcaO cyclodehydratase, ATP-ad Mg2+-binding [PF02624.19]",,,,,0
17997,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1318803_1,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1318803,1,146,514,-1,E,,,,,,,,,,,,,,,0
17998,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1318803_2,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1318803,2,840,1406,1,D,,,,,,,,,,Firmicute plasmid replication protein (RepL) [PF05732.14],,,,,0
17999,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1318803_3,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1318803,3,1586,2002,1,E,,,,,,,,,,,,,,,0
18000,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1318803_4,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1318803,4,2032,2592,-1,E,,,,,,,,,,,,,,,0
18001,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1318803_5,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1318803,5,2605,2889,-1,E,,,,,,,,,,,,,,,0
18002,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1318803_6,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1318803,6,2950,3144,1,E,,,,,,,,,,,,,,,0
18003,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1318803_7,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1318803,7,3157,3390,1,E,,,,,,,,,,,,,,,0
18004,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1318803_8,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1318803,8,3390,4499,1,D,,,,,,,,,,MobA/MobL family [PF03389.18],,,,,0
18005,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1318803_9,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1318803,9,4629,4979,-1,D,,,,,,,,,,Sensors of blue-light using FAD [PF04940.15],,,,,0
18007,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1348939_1,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1348939,1,1,1257,1,D,,,,,,,,,,"Phage integrase family [PF00589.25]; Phage integrase, N-terminal SAM-like domain [PF02899.20]",,,,,0
18008,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1348939_2,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1348939,2,1355,2365,-1,C,K03497,"ParB family transcriptional regulator, chromosome partitioning protein",,,,,,,,Centromere-binding protein HTH domain [PF18090.4]; ParB/Sulfiredoxin domain [PF02195.21],,,,,0
18009,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1348939_3,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1348939,3,2377,3576,-1,C,K03496,chromosome partitioning protein,,,,,,,,AAA domain [PF13614.9]; ATPase MipZ [PF09140.14]; VirC1 protein [PF07015.14]; Cellulose biosynthesis protein BcsQ [PF06564.15]; NUBPL iron-transfer P-loop NTPase [PF10609.12]; CobQ/CobB/MinD/ParA nucleotide binding domain [PF01656.26]; Anion-transporting ATPase [PF02374.18],,,,,0
18010,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1348939_4,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1348939,4,4209,5606,1,D,,,,,,,,,,Initiator Replication protein [PF01051.24],,,,,0
18011,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1348939_5,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1348939,5,5708,6214,-1,E,,,,,,,,,,,,,,,0
18012,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1348939_6,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1348939,6,6395,7573,1,D,,,,,,,,,,SMP-30/Gluconolactonase/LRE-like region [PF08450.15],,,,,0
18137,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1466502_1,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1466502,1,314,826,1,E,,,,,,,,,,,,,,,0
18138,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1466502_2,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1466502,2,932,1993,-1,D,,,,,,,,,,Plasmid recombination enzyme [PF01076.22],,,,,0
18139,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1466502_3,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1466502,3,1990,2370,-1,E,,,,,,,,,,,,,,,0
18140,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1466502_4,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1466502,4,2384,2575,-1,C,K07733,prophage regulatory protein,,,,,,,,Prophage CP4-57 regulatory protein (AlpA) [PF05930.15],,,,,0
18141,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1466502_5,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1466502,5,2822,4150,-1,D,,,,,,,,,,Phage integrase family [PF00589.25]; Arm DNA-binding domain [PF13356.9],,,,,0
18142,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1466502_6,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1466502,6,4430,4978,-1,C,K18453,ADP-ribose/FAD diphosphatase [EC:3.6.1.13 3.6.1.18],,,,,,,,Nudix N-terminal [PF14803.9]; NUDIX domain [PF00293.31],,,,,1
18143,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1466502_7,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1466502,7,4984,5679,-1,C,K16165,fumarylpyruvate hydrolase [EC:3.7.1.20],,,,,,,,Fumarylacetoacetate (FAA) hydrolase family [PF01557.21],,,,,0
18144,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1466502_8,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1466502,8,5702,6007,-1,D,,,,,,,,,,Antibiotic biosynthesis monooxygenase [PF03992.19],,,,,0
18145,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1466502_9,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1466502,9,6137,6457,1,C,K05810,purine-nucleoside/S-methyl-5'-thioadenosine phosphorylase / adenosine deaminase [EC:2.4.2.1 2.4.2.28 3.5.4.4],,,,,,,,Multi-copper polyphenol oxidoreductase laccase [PF02578.18],,,,,0
18146,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1504103_1,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1504103,1,1,675,1,D,,,,,,,,,,ATPase MipZ [PF09140.14]; VirC1 protein [PF07015.14]; AAA domain [PF13614.9]; CobQ/CobB/MinD/ParA nucleotide binding domain [PF01656.26]; Cellulose biosynthesis protein BcsQ [PF06564.15]; NUBPL iron-transfer P-loop NTPase [PF10609.12],,,,,0
18147,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1504103_2,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1504103,2,705,929,1,E,,,,,,,,,,,,,,,0
18148,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1504103_3,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1504103,3,996,1241,1,D,,,,,,,,,,Domain of unknown function (DUF4160) [PF13711.9],,,,,0
18149,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1504103_4,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1504103,4,1213,1656,1,E,,,,,,,,,,,,,,,0
18150,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1504103_5,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1504103,5,1670,2485,1,D,,,,,,,,,,Replication initiator protein A [PF10134.12]; TrfA protein [PF07042.14],,,,,0
18192,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1626065_1,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1626065,1,511,936,1,E,,,,,,,,,,,,,,,0
18193,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1626065_2,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1626065,2,936,1463,1,E,,,,,,,,,,,,,,,0
18194,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1626065_3,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1626065,3,1744,2880,1,C,K07454,putative restriction endonuclease,,,,,,,,SAD/SRA domain [PF02182.20],,,,,0
18195,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1626065_4,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1626065,4,2873,3121,1,E,,,,,,,,,,,,,,,0
18196,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1626065_5,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1626065,5,3280,4020,-1,D,,,,,,,,,,Plasmid recombination enzyme [PF01076.22],,,,,0
18197,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1626065_6,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1626065,6,4013,4348,-1,E,,,,,,,,,,,,,,,0
18198,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1626065_7,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1626065,7,4613,5686,-1,D,,,,,,,,,,Phage integrase family [PF00589.25],,,,,0
18199,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1626065_8,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1626065,8,5980,6456,-1,E,,,,,,,,,,,,,,,0
18200,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1626065_9,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1626065,9,6560,7444,1,D,,,,,,,,,,T5orf172 domain [PF10544.12],,,,,0
18201,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1626065_10,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1626065,10,7541,7636,-1,E,,,,,,,,,,,,,,,0
19432,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1666095_1,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1666095,1,3,725,-1,D,,,,,,,,,,Initiator Replication protein [PF01051.24],,,,,0
19433,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1666095_2,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1666095,2,799,894,1,E,,,,,,,,,,,,,,,0
19434,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1666095_3,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1666095,3,1407,1799,1,E,,,,,,,,,,,,,,,0
19435,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1666095_4,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1666095,4,1806,2906,1,D,,,,,,,,,,Family of unknown function (DUF5712) [PF18976.3],,,,,0
19436,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1666095_5,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1666095,5,2903,4414,1,C,K03205,type IV secretion system protein VirD4 [EC:7.4.2.8],,,,,,,,Type IV secretory system Conjugative DNA transfer [PF02534.17]; Type IV secretion-system coupling protein DNA-binding domain [PF10412.12]; TraM recognition site of TraD and TraG [PF12696.10],,,,,0
19437,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1666095_6,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1666095,6,4435,4704,-1,E,,,,,,,,,,,,,,,0
19438,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_1666095_7,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_1666095,7,4768,5106,-1,E,,,,,,,,,,,,,,,0
19691,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_194154_1,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_194154,1,2,694,1,C,K00208,enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10],,,,,,,,Enoyl-(Acyl carrier protein) reductase [PF13561.9]; short chain dehydrogenase [PF00106.28],,,,,0
19692,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_194154_2,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_194154,2,749,2185,1,C,K00625,phosphate acetyltransferase [EC:2.3.1.8],,,,,,,,Phosphate acetyl/butaryl transferase [PF01515.22]; MaoC like domain [PF01575.22]; N-terminal half of MaoC dehydratase [PF13452.9],,,,,0
19693,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_194154_3,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_194154,3,2216,2860,-1,C,K02199,"cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE",,,,,,,,Redoxin [PF08534.13]; AhpC/TSA family [PF00578.24]; Thioredoxin-like [PF13905.9]; Thioredoxin [PF00085.23]; Thioredoxin-like domain [PF13098.9]; Thioredoxin-like [PF13899.9],,,,,0
19694,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_194154_4,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_194154,4,2857,3807,-1,C,K03734,FAD:protein FMN transferase [EC:2.7.1.180],,,,,,,,ApbE family [PF02424.18],,,,,0
19695,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_194154_5,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_194154,5,3819,5201,-1,D,,,,,,,,,,Protein of unknown function (DUF3570) [PF12094.11],,,,,0
19696,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_194154_6,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_194154,6,5192,5548,-1,D,,,,,,,,,,Domain of unknown function (DUF4266) [PF14086.9],,,,,0
19697,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_194154_7,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_194154,7,5628,6023,-1,C,K06940,uncharacterized protein,,,,,,,,Putative zinc- or iron-chelating domain [PF03692.18],,,,,0
19698,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_194154_8,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_194154,8,6082,6906,-1,E,,,,,,,,,,,,,,,0
19699,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_194154_9,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_194154,9,6962,7864,1,E,,,,,,,,,,,,,,,0
19700,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_194154_10,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_194154,10,7889,8110,-1,D,,,,,,,,,,Type II secretion system protein B [PF16537.8],,,,,0
19701,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_224807_1,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_224807,1,43,513,1,D,,,,,,,,,,Firmicute plasmid replication protein (RepL) [PF05732.14],,,,,0
19702,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid___k121_224807_2,arikareeriver_2019_sw_WHONDRS-S19S_0023_B_1000.plasmid__,k121_224807,2,604,1833,-1,D,,,,,,,,,,MobA/MobL family [PF03389.18],,,,,0
